E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_045.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_045.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_045.jpg,0,0,0,5.090814E-05
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_114.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_114.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_114.jpg,-0.15,0.0179466,0,0.01239228
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_185.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_185.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_185.jpg,-0.3,0.2106663,0,0.06487816
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_254.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_254.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_254.jpg,-0.5000001,0.4603062,0,0.4235702
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_323.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_323.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_323.jpg,-0.6500001,0.6232971,0,0.8039312
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_395.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_395.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_395.jpg,-0.8500001,0.8821964,0,1.545451
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_461.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_461.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_461.jpg,-1,1,0,2.228496
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_533.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_533.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_533.jpg,-1,1,0,3.131623
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_602.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_602.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_602.jpg,-1,1,0,3.811728
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_673.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_673.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_673.jpg,-1,1,0,4.708062
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_744.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_744.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_744.jpg,-1,1,0,5.374672
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_817.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_817.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_817.jpg,-1,1,0,6.25712
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_893.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_893.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_893.jpg,-1,1,0,7.13247
E:\driving car simulator data\IMG\center_2021_05_10_14_11_58_960.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_58_960.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_58_960.jpg,-1,1,0,7.784442
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_033.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_033.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_033.jpg,0,1,0,8.607343
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_108.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_108.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_108.jpg,0,1,0,9.354865
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_183.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_183.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_183.jpg,0,1,0,10.00579
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_254.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_254.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_254.jpg,0,1,0,10.88907
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_326.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_326.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_326.jpg,0,1,0,11.64749
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_399.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_399.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_399.jpg,-0.05,1,0,12.46078
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_472.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_472.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_472.jpg,-0.25,1,0,13.30362
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_539.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_539.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_539.jpg,-0.4,1,0,13.87195
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_609.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_609.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_609.jpg,-0.6000001,1,0,14.63389
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_691.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_691.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_691.jpg,-0.8000001,1,0,15.33917
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_760.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_760.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_760.jpg,-0.9500002,1,0,15.89781
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_831.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_831.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_831.jpg,0,1,0,16.60534
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_907.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_907.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_907.jpg,-0.05,1,0,17.41674
E:\driving car simulator data\IMG\center_2021_05_10_14_11_59_975.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_11_59_975.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_11_59_975.jpg,-0.2,1,0,17.91489
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_044.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_044.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_044.jpg,0,1,0,18.63388
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_111.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_111.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_111.jpg,0,1,0,19.44556
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_185.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_185.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_185.jpg,0,1,0,19.94858
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_267.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_267.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_267.jpg,0,1,0,21.04538
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_337.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_337.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_337.jpg,-0.05,1,0,21.58255
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_407.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_407.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_407.jpg,-0.25,1,0,22.36177
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_481.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_481.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_481.jpg,0,1,0,22.93442
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_551.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_551.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_551.jpg,0,1,0,23.70527
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_619.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_619.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_619.jpg,-0.1,1,0,24.28208
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_695.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_695.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_695.jpg,0,1,0,25.03166
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_776.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_776.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_776.jpg,0,1,0,25.7955
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_846.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_846.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_846.jpg,-0.1,1,0,26.55354
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_920.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_920.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_920.jpg,0,1,0,27.10534
E:\driving car simulator data\IMG\center_2021_05_10_14_12_00_989.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_00_989.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_00_989.jpg,-0.05,1,0,27.85379
E:\driving car simulator data\IMG\center_2021_05_10_14_12_01_057.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_01_057.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_01_057.jpg,-0.2,1,0,28.39888
E:\driving car simulator data\IMG\center_2021_05_10_14_12_01_144.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_01_144.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_01_144.jpg,0,1,0,29.12102
E:\driving car simulator data\IMG\center_2021_05_10_14_12_01_217.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_01_217.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_01_217.jpg,-0.1,1,0,29.85233
E:\driving car simulator data\IMG\center_2021_05_10_14_12_01_288.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_01_288.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_01_288.jpg,-0.3,1,0,30.17193
E:\driving car simulator data\IMG\center_2021_05_10_14_12_01_355.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_01_355.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_01_355.jpg,0,1,0,30.18189
E:\driving car simulator data\IMG\center_2021_05_10_14_12_01_434.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_01_434.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_01_434.jpg,-0.05,1,0,30.18993
E:\driving car simulator data\IMG\center_2021_05_10_14_12_01_501.jpg,E:\driving car simulator data\IMG\left_2021_05_10_14_12_01_501.jpg,E:\driving car simulator data\IMG\right_2021_05_10_14_12_01_501.jpg,-0.2,1,0,30.18498
